Area,Date,AveragePrice
Iyyapanthangal,2020-05,4110709
Iyyapanthangal,2020-06,4220817
Iyyapanthangal,2020-07,4229978
Iyyapanthangal,2020-08,4296122
Iyyapanthangal,2020-09,4112328
Iyyapanthangal,2020-10,4334346
Iyyapanthangal,2020-11,4274699
Iyyapanthangal,2020-12,4300912
Iyyapanthangal,2021-01,4316919
Iyyapanthangal,2021-02,4322755
Iyyapanthangal,2021-03,4380160
Iyyapanthangal,2021-04,4187765
Iyyapanthangal,2021-05,4287486
Iyyapanthangal,2021-06,4231185
Iyyapanthangal,2021-07,4330244
Iyyapanthangal,2021-08,4489843
Iyyapanthangal,2021-09,4293996
Iyyapanthangal,2021-10,4397020
Iyyapanthangal,2021-11,4449915
Iyyapanthangal,2021-12,4396412
Iyyapanthangal,2022-01,4490970
Iyyapanthangal,2022-02,4497600
Iyyapanthangal,2022-03,4540476
Iyyapanthangal,2022-04,4607268
Iyyapanthangal,2022-05,4567857
Iyyapanthangal,2022-06,4600736
Iyyapanthangal,2022-07,4481681
Iyyapanthangal,2022-08,4529010
Iyyapanthangal,2022-09,4497530
Iyyapanthangal,2022-10,4652870
Iyyapanthangal,2022-11,4476422
Iyyapanthangal,2022-12,4653533
Iyyapanthangal,2023-01,4538541
Iyyapanthangal,2023-02,4695565
Iyyapanthangal,2023-03,4674422
Iyyapanthangal,2023-04,4576176
Iyyapanthangal,2023-05,4552164
Iyyapanthangal,2023-06,4763518
Iyyapanthangal,2023-07,4710888
Iyyapanthangal,2023-08,4771100
Iyyapanthangal,2023-09,4743204
Iyyapanthangal,2023-10,4845298
Iyyapanthangal,2023-11,4687208
Iyyapanthangal,2023-12,4819795
Iyyapanthangal,2024-01,4838343
Iyyapanthangal,2024-02,4875440
Iyyapanthangal,2024-03,4701088
Iyyapanthangal,2024-04,4832028
Iyyapanthangal,2024-05,4755432
Iyyapanthangal,2024-06,4966167
Iyyapanthangal,2024-07,4724977
Iyyapanthangal,2024-08,4807814
Iyyapanthangal,2024-09,4904766
Iyyapanthangal,2024-10,4953647
Iyyapanthangal,2024-11,4933252
Iyyapanthangal,2024-12,4797755
Iyyapanthangal,2025-01,5019169
Iyyapanthangal,2025-02,4990835
Iyyapanthangal,2025-03,5017688
Iyyapanthangal,2025-04,4990428
Iyyapanthangal,2025-05,5096977
Iyyapanthangal,2025-06,4940112
Iyyapanthangal,2025-07,5121845
Iyyapanthangal,2025-08,5168330
Iyyapanthangal,2025-09,5048544
Iyyapanthangal,2025-10,5057250
Jafferkhanpet,2020-01,5147161
Jafferkhanpet,2020-02,5043902
Jafferkhanpet,2020-03,5049506
Jafferkhanpet,2020-04,5314456
Jafferkhanpet,2020-05,5308858
Jafferkhanpet,2020-06,5156618
Jafferkhanpet,2020-07,5342083
Jafferkhanpet,2020-08,5366720
Jafferkhanpet,2020-09,5119493
Jafferkhanpet,2020-10,5338769
Jafferkhanpet,2020-11,5358796
Jafferkhanpet,2020-12,5394807
Jafferkhanpet,2021-01,5457687
Jafferkhanpet,2021-02,5373464
Jafferkhanpet,2021-03,5289861
Jafferkhanpet,2021-04,5348506
Jafferkhanpet,2021-05,5496416
Jafferkhanpet,2021-06,5306964
Jafferkhanpet,2021-07,5604002
Jafferkhanpet,2021-08,5425362
Jafferkhanpet,2021-09,5455380
Jafferkhanpet,2021-10,5614953
Jafferkhanpet,2021-11,5630091
Jafferkhanpet,2021-12,5521583
Jafferkhanpet,2022-01,5411942
Jafferkhanpet,2022-02,5533681
Jafferkhanpet,2022-03,5633172
Jafferkhanpet,2022-04,5557154
Jafferkhanpet,2022-05,5475892
Jafferkhanpet,2022-06,5530063
Jafferkhanpet,2022-07,5493416
Jafferkhanpet,2022-08,5559596
Jafferkhanpet,2022-09,5558271
Jafferkhanpet,2022-10,5717072
Jafferkhanpet,2022-11,5652258
Jafferkhanpet,2022-12,5579595
Jafferkhanpet,2023-01,5895275
Jafferkhanpet,2023-02,5683604
Jafferkhanpet,2023-03,5642951
Jafferkhanpet,2023-04,5666137
Jafferkhanpet,2023-05,5949513
Jafferkhanpet,2023-06,5970001
Jafferkhanpet,2023-07,5787645
Jafferkhanpet,2023-08,5714389
Jafferkhanpet,2023-09,6053194
Jafferkhanpet,2023-10,5926489
Jafferkhanpet,2023-11,6061445
Jafferkhanpet,2023-12,5947255
Jafferkhanpet,2024-01,5885892
Jafferkhanpet,2024-02,5877603
Jafferkhanpet,2024-03,5929611
Jafferkhanpet,2024-04,6137138
Jafferkhanpet,2024-05,5891439
Jafferkhanpet,2024-06,6039585
Jafferkhanpet,2024-07,6193223
Jafferkhanpet,2024-08,5925397
Jafferkhanpet,2024-09,6223548
Jafferkhanpet,2024-10,6091179
Jafferkhanpet,2024-11,6297288
Jafferkhanpet,2024-12,6268046
Jafferkhanpet,2025-01,6162663
Jafferkhanpet,2025-02,6227878
Jafferkhanpet,2025-03,6382716
Jafferkhanpet,2025-04,6037598
Jafferkhanpet,2025-05,6140240
Jafferkhanpet,2025-06,6360650
Jafferkhanpet,2025-07,6151769
Jafferkhanpet,2025-08,6254559
Jafferkhanpet,2025-09,6256443
Jafferkhanpet,2025-10,6410290
Kadambathur,2020-01,2122540
Kadambathur,2020-02,2233524
Kadambathur,2020-03,2227101
Kadambathur,2020-04,2219419
Kadambathur,2020-05,2239040
Kadambathur,2020-06,2208682
Kadambathur,2020-07,2182182
Kadambathur,2020-08,2215958
Kadambathur,2020-09,2295968
Kadambathur,2020-10,2295199
Kadambathur,2020-11,2234958
Kadambathur,2020-12,2279622
Kadambathur,2021-01,2273108
Kadambathur,2021-02,2287229
Kadambathur,2021-03,2321439
Kadambathur,2021-04,2222871
Kadambathur,2021-05,2304698
Kadambathur,2021-06,2273878
Kadambathur,2021-07,2245930
Kadambathur,2021-08,2333738
Kadambathur,2021-09,2380504
Kadambathur,2021-10,2264918
Kadambathur,2021-11,2279727
Kadambathur,2021-12,2339311
Kadambathur,2022-01,2292292
Kadambathur,2022-02,2351453
Kadambathur,2022-03,2415345
Kadambathur,2022-04,2408752
Kadambathur,2022-05,2352509
Kadambathur,2022-06,2389445
Kadambathur,2022-07,2352030
Kadambathur,2022-08,2419366
Kadambathur,2022-09,2435463
Kadambathur,2022-10,2356638
Kadambathur,2022-11,2359103
Kadambathur,2022-12,2446369
Kadambathur,2023-01,2434949
Kadambathur,2023-02,2500929
Kadambathur,2023-03,2489790
Kadambathur,2023-04,2421617
Kadambathur,2023-05,2531623
Kadambathur,2023-06,2482406
Kadambathur,2023-07,2440528
Kadambathur,2023-08,2442576
Kadambathur,2023-09,2424904
Kadambathur,2023-10,2426375
Kadambathur,2023-11,2576839
Kadambathur,2023-12,2587302
Kadambathur,2024-01,2553639
Kadambathur,2024-02,2465465
Kadambathur,2024-03,2578594
Kadambathur,2024-04,2584233
Kadambathur,2024-05,2575430
Kadambathur,2024-06,2590753
Kadambathur,2024-07,2612718
Kadambathur,2024-08,2558299
Kadambathur,2024-09,2611296
Kadambathur,2024-10,2566420
Kadambathur,2024-11,2632783
Kadambathur,2024-12,2639191
Kadambathur,2025-01,2655141
Kadambathur,2025-02,2553181
Kadambathur,2025-03,2582835
Kadambathur,2025-04,2607227
Kadambathur,2025-05,2670696
Kadambathur,2025-06,2597266
Kadambathur,2025-07,2637094
Kadambathur,2025-08,2699708
Kadambathur,2025-09,2740780
Kadambathur,2025-10,2627595
Karapakkam,2020-01,6038763
Karapakkam,2020-02,6152438
Karapakkam,2020-03,5944854
Karapakkam,2020-04,6212863
Karapakkam,2020-05,6108020
Karapakkam,2020-06,6284807
Karapakkam,2020-07,6180298
Karapakkam,2020-08,6027794
Karapakkam,2020-09,6218696
Karapakkam,2020-10,6201116
Karapakkam,2020-11,6291119
Karapakkam,2020-12,6260742
Karapakkam,2021-01,6349377
Karapakkam,2021-02,6354754
Karapakkam,2021-03,6420525
Karapakkam,2021-04,6377020
Karapakkam,2021-05,6413507
Karapakkam,2021-06,6229036
Karapakkam,2021-07,6521705
Karapakkam,2021-08,6526967
Karapakkam,2021-09,6437474
Karapakkam,2021-10,6616286
Karapakkam,2021-11,6447940
Karapakkam,2021-12,6591744
Karapakkam,2022-01,6493069
Karapakkam,2022-02,6708632
Karapakkam,2022-03,6423239
Karapakkam,2022-04,6530194
Karapakkam,2022-05,6433357
Karapakkam,2022-06,6773043
Karapakkam,2022-07,6730882
Karapakkam,2022-08,6569167
Karapakkam,2022-09,6580926
Karapakkam,2022-10,6718445
Karapakkam,2022-11,6536905
Karapakkam,2022-12,6547544
Karapakkam,2023-01,6763424
Karapakkam,2023-02,6919343
Karapakkam,2023-03,6932563
Karapakkam,2023-04,6634048
Karapakkam,2023-05,6671842
Karapakkam,2023-06,6921473
Karapakkam,2023-07,6895447
Karapakkam,2023-08,7055572
Karapakkam,2023-09,6752023
Karapakkam,2023-10,6803540
Karapakkam,2023-11,7140307
Karapakkam,2023-12,7152493
Karapakkam,2024-01,6948421
Karapakkam,2024-02,7184312
Karapakkam,2024-03,7044070
Karapakkam,2024-04,6984665
Karapakkam,2024-05,6965457
Karapakkam,2024-06,7132078
Karapakkam,2024-07,7195324
Karapakkam,2024-08,7321072
Karapakkam,2024-09,7160754
Karapakkam,2024-10,7338062
Karapakkam,2024-11,7172916
Karapakkam,2024-12,7142721
Karapakkam,2025-01,7035955
Karapakkam,2025-02,7185462
Karapakkam,2025-03,7394046
Karapakkam,2025-04,7472625
Karapakkam,2025-05,7139629
Karapakkam,2025-06,7286119
Karapakkam,2025-07,7228228
Karapakkam,2025-08,7245588
Karapakkam,2025-09,7302231
Karapakkam,2025-10,7311464
Kattivakkam,2020-01,3105928
Kattivakkam,2020-02,3199020
Kattivakkam,2020-03,3267636
Kattivakkam,2020-04,3271232
Kattivakkam,2020-05,3240865
Kattivakkam,2020-06,3265106
Kattivakkam,2020-07,3329976
Kattivakkam,2020-08,3191013
Kattivakkam,2020-09,3219901
Kattivakkam,2020-10,3348767
Kattivakkam,2020-11,3292195
Kattivakkam,2020-12,3233689
Kattivakkam,2021-01,3318611
Kattivakkam,2021-02,3291753
Kattivakkam,2021-03,3276713
Kattivakkam,2021-04,3377384
Kattivakkam,2021-05,3322768
Kattivakkam,2021-06,3384222
Kattivakkam,2021-07,3275275
Kattivakkam,2021-08,3290139
Kattivakkam,2021-09,3429471
Kattivakkam,2021-10,3412721
Kattivakkam,2021-11,3349466
Kattivakkam,2021-12,3427616
Kattivakkam,2022-01,3506199
Kattivakkam,2022-02,3427785
Kattivakkam,2022-03,3358695
Kattivakkam,2022-04,3452135
Kattivakkam,2022-05,3497124
Kattivakkam,2022-06,3461123
Kattivakkam,2022-07,3425440
Kattivakkam,2022-08,3586808
Kattivakkam,2022-09,3569948
Kattivakkam,2022-10,3624673
Kattivakkam,2022-11,3638679
Kattivakkam,2022-12,3531070
Kattivakkam,2023-01,3481471
Kattivakkam,2023-02,3478446
Kattivakkam,2023-03,3688019
Kattivakkam,2023-04,3677012
Kattivakkam,2023-05,3643568
Kattivakkam,2023-06,3562483
Kattivakkam,2023-07,3624918
Kattivakkam,2023-08,3541267
Kattivakkam,2023-09,3734360
Kattivakkam,2023-10,3625241
Kattivakkam,2023-11,3731208
Kattivakkam,2023-12,3706161
Kattivakkam,2024-01,3784392
Kattivakkam,2024-02,3781325
Kattivakkam,2024-03,3737008
Kattivakkam,2024-04,3801403
Kattivakkam,2024-05,3827430
Kattivakkam,2024-06,3855272
Kattivakkam,2024-07,3796787
Kattivakkam,2024-08,3871171
Kattivakkam,2024-09,3783529
Kattivakkam,2024-10,3890218
Kattivakkam,2024-11,3769912
Kattivakkam,2024-12,3907412
Kattivakkam,2025-01,3730212
Kattivakkam,2025-02,3924725
Kattivakkam,2025-03,3924455
Kattivakkam,2025-04,3783279
Kattivakkam,2025-05,3952424
Kattivakkam,2025-06,3928807
Kattivakkam,2025-07,3878849
Kattivakkam,2025-08,3820560
Kattivakkam,2025-09,3875253
Kattivakkam,2025-10,3802932
Kattupakkam,2020-01,3951723
Kattupakkam,2020-02,4093965
Kattupakkam,2020-03,4037280
Kattupakkam,2020-04,4135953
Kattupakkam,2020-05,4139647
Kattupakkam,2020-06,4071527
Kattupakkam,2020-07,4168895
Kattupakkam,2020-08,4163101
Kattupakkam,2020-09,4156368
Kattupakkam,2020-10,4260145
Kattupakkam,2020-11,4303542
Kattupakkam,2020-12,4280399
Kattupakkam,2021-01,4153553
Kattupakkam,2021-02,4198200
Kattupakkam,2021-03,4303660
Kattupakkam,2021-04,4173229
Kattupakkam,2021-05,4251400
Kattupakkam,2021-06,4303806
Kattupakkam,2021-07,4436661
Kattupakkam,2021-08,4327710
Kattupakkam,2021-09,4451258
Kattupakkam,2021-10,4469810
Kattupakkam,2021-11,4475475
Kattupakkam,2021-12,4393254
Kattupakkam,2022-01,4501743
Kattupakkam,2022-02,4287729
Kattupakkam,2022-03,4366560
Kattupakkam,2022-04,4495112
Kattupakkam,2022-05,4549814
Kattupakkam,2022-06,4385382
Kattupakkam,2022-07,4496802
Kattupakkam,2022-08,4447097
Kattupakkam,2022-09,4532234
Kattupakkam,2022-10,4533434
Kattupakkam,2022-11,4608383
Kattupakkam,2022-12,4537902
Kattupakkam,2023-01,4507025
Kattupakkam,2023-02,4569827
Kattupakkam,2023-03,4615073
Kattupakkam,2023-04,4540343
Kattupakkam,2023-05,4570899
Kattupakkam,2023-06,4667793
Kattupakkam,2023-07,4746043
Kattupakkam,2023-08,4743808
Kattupakkam,2023-09,4676843
Kattupakkam,2023-10,4540016
Kattupakkam,2023-11,4757792
Kattupakkam,2023-12,4798926
Kattupakkam,2024-01,4602904
Kattupakkam,2024-02,4841152
Kattupakkam,2024-03,4677122
Kattupakkam,2024-04,4763101
Kattupakkam,2024-05,4681929
Kattupakkam,2024-06,4901251
Kattupakkam,2024-07,4814194
Kattupakkam,2024-08,4729280
Kattupakkam,2024-09,4909064
Kattupakkam,2024-10,4955163
Kattupakkam,2024-11,4735934
Kattupakkam,2024-12,4781663
Kattupakkam,2025-01,4776441
Kattupakkam,2025-02,4752278
Kattupakkam,2025-03,4875917
Kattupakkam,2025-04,4793317
Kattupakkam,2025-05,5027713
Kattupakkam,2025-06,4878722
Kattupakkam,2025-07,5058116
Kattupakkam,2025-08,5000335
Kattupakkam,2025-09,5030773
Kattupakkam,2025-10,4919534
Kazhipattur,2020-01,5098091
Kazhipattur,2020-02,5102908
Kazhipattur,2020-03,5114372
Kazhipattur,2020-04,5218595
Kazhipattur,2020-05,5265457
Kazhipattur,2020-06,5395162
Kazhipattur,2020-07,5422575
Kazhipattur,2020-08,5412815
Kazhipattur,2020-09,5189063
Kazhipattur,2020-10,5450371
Kazhipattur,2020-11,5414950
Kazhipattur,2020-12,5258024
Kazhipattur,2021-01,5275509
Kazhipattur,2021-02,5284529
Kazhipattur,2021-03,5436618
Kazhipattur,2021-04,5392069
Kazhipattur,2021-05,5346193
Kazhipattur,2021-06,5626785
Kazhipattur,2021-07,5458197
Kazhipattur,2021-08,5568165
Kazhipattur,2021-09,5571993
Kazhipattur,2021-10,5431518
Kazhipattur,2021-11,5592242
Kazhipattur,2021-12,5750923
Kazhipattur,2022-01,5692090
Kazhipattur,2022-02,5572264
Kazhipattur,2022-03,5492635
Kazhipattur,2022-04,5786984
Kazhipattur,2022-05,5847683
Kazhipattur,2022-06,5776375
Kazhipattur,2022-07,5700916
Kazhipattur,2022-08,5746421
Kazhipattur,2022-09,5809385
Kazhipattur,2022-10,5617242
Kazhipattur,2022-11,5925613
Kazhipattur,2022-12,5924903
Kazhipattur,2023-01,5824886
Kazhipattur,2023-02,5860071
Kazhipattur,2023-03,5828509
Kazhipattur,2023-04,5833287
Kazhipattur,2023-05,5831793
Kazhipattur,2023-06,5952202
Kazhipattur,2023-07,5814220
Kazhipattur,2023-08,5911902
Kazhipattur,2023-09,5790008
Kazhipattur,2023-10,5878046
Kazhipattur,2023-11,6121542
Kazhipattur,2023-12,5914341
Kazhipattur,2024-01,6048936
Kazhipattur,2024-02,5914839
Kazhipattur,2024-03,6223131
Kazhipattur,2024-04,5919419
Kazhipattur,2024-05,5978200
Kazhipattur,2024-06,6138163
Kazhipattur,2024-07,6114028
Kazhipattur,2024-08,6051174
Kazhipattur,2024-09,6075941
Kazhipattur,2024-10,6149562
Kazhipattur,2024-11,6332087
Kazhipattur,2024-12,6353639
Kazhipattur,2025-01,6371273
Kazhipattur,2025-02,6341148
Kazhipattur,2025-03,6389626
Kazhipattur,2025-04,6177672
Kazhipattur,2025-05,6260792
Kazhipattur,2025-06,6271112
Kazhipattur,2025-07,6518601
Kazhipattur,2025-08,6388063
Kazhipattur,2025-09,6367972
Kazhipattur,2025-10,6341409
K.K. Nagar,2020-01,7277005
K.K. Nagar,2020-02,7236370
K.K. Nagar,2020-03,7311171
K.K. Nagar,2020-04,7330980
K.K. Nagar,2020-05,7030259
K.K. Nagar,2020-06,7325316
K.K. Nagar,2020-07,7134667
K.K. Nagar,2020-08,7382296
K.K. Nagar,2020-09,7387919
K.K. Nagar,2020-10,7513117
K.K. Nagar,2020-11,7520628
K.K. Nagar,2020-12,7314373
K.K. Nagar,2021-01,7186140
K.K. Nagar,2021-02,7316063
K.K. Nagar,2021-03,7427784
K.K. Nagar,2021-04,7348895
K.K. Nagar,2021-05,7522865
K.K. Nagar,2021-06,7434210
K.K. Nagar,2021-07,7732204
K.K. Nagar,2021-08,7745522
K.K. Nagar,2021-09,7661604
K.K. Nagar,2021-10,7480097
K.K. Nagar,2021-11,7770070
K.K. Nagar,2021-12,7650854
K.K. Nagar,2022-01,7529065
K.K. Nagar,2022-02,7840706
K.K. Nagar,2022-03,7553511
K.K. Nagar,2022-04,7623794
K.K. Nagar,2022-05,7695828
K.K. Nagar,2022-06,7743170
K.K. Nagar,2022-07,7944870
K.K. Nagar,2022-08,7699386
K.K. Nagar,2022-09,7653543
K.K. Nagar,2022-10,7694680
K.K. Nagar,2022-11,7834303
K.K. Nagar,2022-12,8015982
K.K. Nagar,2023-01,7879087
K.K. Nagar,2023-02,8042737
K.K. Nagar,2023-03,7984835
K.K. Nagar,2023-04,7913813
K.K. Nagar,2023-05,7851084
K.K. Nagar,2023-06,7995309
K.K. Nagar,2023-07,8306011
K.K. Nagar,2023-08,7999060
K.K. Nagar,2023-09,7926808
K.K. Nagar,2023-10,7914960
K.K. Nagar,2023-11,7940930
K.K. Nagar,2023-12,8410772
K.K. Nagar,2024-01,8182483
K.K. Nagar,2024-02,8332372
K.K. Nagar,2024-03,8049631
K.K. Nagar,2024-04,8211020
K.K. Nagar,2024-05,8238848
K.K. Nagar,2024-06,8224318
K.K. Nagar,2024-07,8370316
K.K. Nagar,2024-08,8415378
K.K. Nagar,2024-09,8250471
K.K. Nagar,2024-10,8454729
K.K. Nagar,2024-11,8464360
K.K. Nagar,2024-12,8291198
K.K. Nagar,2025-01,8598212
K.K. Nagar,2025-02,8334132
K.K. Nagar,2025-03,8343336
K.K. Nagar,2025-04,8603410
K.K. Nagar,2025-05,8843456
K.K. Nagar,2025-06,8481257
K.K. Nagar,2025-07,8634661
K.K. Nagar,2025-08,8577407
K.K. Nagar,2025-09,8726713
K.K. Nagar,2025-10,8970326
Keelkattalai,2020-01,4973124
Keelkattalai,2020-02,5176625
Keelkattalai,2020-03,5100044
Keelkattalai,2020-04,5155724
Keelkattalai,2020-05,5274483
Keelkattalai,2020-06,5198799
Keelkattalai,2020-07,5341979
Keelkattalai,2020-08,5196861
Keelkattalai,2020-09,5198132
Keelkattalai,2020-10,5263751
Keelkattalai,2020-11,5292929
Keelkattalai,2020-12,5182235
Keelkattalai,2021-01,5421064
Keelkattalai,2021-02,5323659
Keelkattalai,2021-03,5437818
Keelkattalai,2021-04,5263122
Keelkattalai,2021-05,5429725
Keelkattalai,2021-06,5327929
Keelkattalai,2021-07,5470861
Keelkattalai,2021-08,5313080
Keelkattalai,2021-09,5434904
Keelkattalai,2021-10,5354236
Keelkattalai,2021-11,5503925
Keelkattalai,2021-12,5423525
Keelkattalai,2022-01,5378822
Keelkattalai,2022-02,5459392
Keelkattalai,2022-03,5500164
Keelkattalai,2022-04,5566800
Keelkattalai,2022-05,5519564
Keelkattalai,2022-06,5543503
Keelkattalai,2022-07,5639201
Keelkattalai,2022-08,5682846
Keelkattalai,2022-09,5740881
Keelkattalai,2022-10,5551017
Keelkattalai,2022-11,5603009
Keelkattalai,2022-12,5818416
Keelkattalai,2023-01,5811147
Keelkattalai,2023-02,5622762
Keelkattalai,2023-03,5666607
Keelkattalai,2023-04,5909584
Keelkattalai,2023-05,5746358
Keelkattalai,2023-06,5946245
Keelkattalai,2023-07,5792301
Keelkattalai,2023-08,5641338
Keelkattalai,2023-09,5699846
Keelkattalai,2023-10,6014033
Keelkattalai,2023-11,5756745
Keelkattalai,2023-12,5881336
Keelkattalai,2024-01,5727602
Keelkattalai,2024-02,6028105
Keelkattalai,2024-03,5779217
Keelkattalai,2024-04,5886154
Keelkattalai,2024-05,6119844
Keelkattalai,2024-06,5897571
Keelkattalai,2024-07,6060114
Keelkattalai,2024-08,5925948
Keelkattalai,2024-09,6016026
Keelkattalai,2024-10,5960064
Keelkattalai,2024-11,5959865
Keelkattalai,2024-12,6107325
Keelkattalai,2025-01,6193088
Keelkattalai,2025-02,6291184
Keelkattalai,2025-03,6263026
Keelkattalai,2025-04,5970768
Keelkattalai,2025-05,6006576
Keelkattalai,2025-06,6238871
Keelkattalai,2025-07,6068048
Keelkattalai,2025-08,6079642
Keelkattalai,2025-09,6108471
Keelkattalai,2025-10,6276380
Kilpauk,2020-01,8174651
Kilpauk,2020-02,8132640
Kilpauk,2020-03,8108860
Kilpauk,2020-04,8144627
Kilpauk,2020-05,8451893
Kilpauk,2020-06,8254378
Kilpauk,2020-07,8463387
Kilpauk,2020-08,8380999
Kilpauk,2020-09,8376259
Kilpauk,2020-10,8281938
Kilpauk,2020-11,8360752
Kilpauk,2020-12,8467188
Kilpauk,2021-01,8575560
Kilpauk,2021-02,8326709
Kilpauk,2021-03,8682920
Kilpauk,2021-04,8723649
Kilpauk,2021-05,8426747
Kilpauk,2021-06,8664424
Kilpauk,2021-07,8777913
Kilpauk,2021-08,8507788
Kilpauk,2021-09,8601994
Kilpauk,2021-10,8906871
Kilpauk,2021-11,8806438
Kilpauk,2021-12,8982060
Kilpauk,2022-01,8622526
Kilpauk,2022-02,8903535
Kilpauk,2022-03,8572116
Kilpauk,2022-04,8652868
Kilpauk,2022-05,8872801
Kilpauk,2022-06,8658268
Kilpauk,2022-07,8922326
Kilpauk,2022-08,8977662
Kilpauk,2022-09,9024249
Kilpauk,2022-10,8762975
Kilpauk,2022-11,8998669
Kilpauk,2022-12,9116365
Kilpauk,2023-01,9341870
Kilpauk,2023-02,8978646
Kilpauk,2023-03,9389763
Kilpauk,2023-04,9255105
Kilpauk,2023-05,8921259
Kilpauk,2023-06,8980125
Kilpauk,2023-07,9385456
Kilpauk,2023-08,9188788
Kilpauk,2023-09,9234068
Kilpauk,2023-10,9536350
Kilpauk,2023-11,9533850
Kilpauk,2023-12,9234872
Kilpauk,2024-01,9438078
Kilpauk,2024-02,9692090
Kilpauk,2024-03,9674616
Kilpauk,2024-04,9254016
Kilpauk,2024-05,9390851
Kilpauk,2024-06,9336591
Kilpauk,2024-07,9443144
Kilpauk,2024-08,9839144
Kilpauk,2024-09,9905297
Kilpauk,2024-10,9598480
Kilpauk,2024-11,9638343
Kilpauk,2024-12,9444561
Kilpauk,2025-01,9851987
Kilpauk,2025-02,9932003
Kilpauk,2025-03,9596037
Kilpauk,2025-04,9847550
Kilpauk,2025-05,9924741
Kilpauk,2025-06,10106761
Kilpauk,2025-07,9858261
Kilpauk,2025-08,9788097
Kilpauk,2025-09,9993516
Kilpauk,2025-10,10080686
Kodambakkam,2020-01,6251524
Kodambakkam,2020-02,6104572
Kodambakkam,2020-03,6246507
Kodambakkam,2020-04,6221027
Kodambakkam,2020-05,6362919
Kodambakkam,2020-06,6287770
Kodambakkam,2020-07,6344252
Kodambakkam,2020-08,6175237
Kodambakkam,2020-09,6459944
Kodambakkam,2020-10,6179895
Kodambakkam,2020-11,6330198
Kodambakkam,2020-12,6517136
Kodambakkam,2021-01,6601493
Kodambakkam,2021-02,6250766
Kodambakkam,2021-03,6399884
Kodambakkam,2021-04,6400242
Kodambakkam,2021-05,6516103
Kodambakkam,2021-06,6345970
Kodambakkam,2021-07,6573322
Kodambakkam,2021-08,6399385
Kodambakkam,2021-09,6468330
Kodambakkam,2021-10,6466403
Kodambakkam,2021-11,6588590
Kodambakkam,2021-12,6532790
Kodambakkam,2022-01,6798803
Kodambakkam,2022-02,6796017
Kodambakkam,2022-03,6643676
Kodambakkam,2022-04,6765717
Kodambakkam,2022-05,6678685
Kodambakkam,2022-06,6922025
Kodambakkam,2022-07,6596477
Kodambakkam,2022-08,6896695
Kodambakkam,2022-09,7028853
Kodambakkam,2022-10,6797483
Kodambakkam,2022-11,6904197
Kodambakkam,2022-12,6880625
Kodambakkam,2023-01,6768483
Kodambakkam,2023-02,7092614
Kodambakkam,2023-03,7078189
Kodambakkam,2023-04,7042628
Kodambakkam,2023-05,6890052
Kodambakkam,2023-06,7140855
Kodambakkam,2023-07,6928421
Kodambakkam,2023-08,6915384
Kodambakkam,2023-09,6942681
Kodambakkam,2023-10,7108975
Kodambakkam,2023-11,6933569
Kodambakkam,2023-12,7225927
Kodambakkam,2024-01,7366545
Kodambakkam,2024-02,7244490
Kodambakkam,2024-03,7386994
Kodambakkam,2024-04,7131771
Kodambakkam,2024-05,7033848
Kodambakkam,2024-06,7318287
Kodambakkam,2024-07,7117657
Kodambakkam,2024-08,7288303
Kodambakkam,2024-09,7258677
Kodambakkam,2024-10,7441600
Kodambakkam,2024-11,7161505
Kodambakkam,2024-12,7234449
Kodambakkam,2025-01,7237160
Kodambakkam,2025-02,7419400
Kodambakkam,2025-03,7558128
Kodambakkam,2025-04,7465371
Kodambakkam,2025-05,7290167
Kodambakkam,2025-06,7448323
Kodambakkam,2025-07,7648892
Kodambakkam,2025-08,7576983
Kodambakkam,2025-09,7378554
Kodambakkam,2025-10,7496983
Kodungaiyur,2020-01,3042792
Kodungaiyur,2020-02,3021205
Kodungaiyur,2020-03,3076195
Kodungaiyur,2020-04,3152992
Kodungaiyur,2020-05,3094208
Kodungaiyur,2020-06,3106470
Kodungaiyur,2020-07,3193308
Kodungaiyur,2020-08,3082491
Kodungaiyur,2020-09,3139456
Kodungaiyur,2020-10,3157054
Kodungaiyur,2020-11,3128607
Kodungaiyur,2020-12,3213719
Kodungaiyur,2021-01,3188100
Kodungaiyur,2021-02,3117685
Kodungaiyur,2021-03,3197406
Kodungaiyur,2021-04,3146637
Kodungaiyur,2021-05,3180118
Kodungaiyur,2021-06,3175158
Kodungaiyur,2021-07,3133656
Kodungaiyur,2021-08,3331788
Kodungaiyur,2021-09,3171551
Kodungaiyur,2021-10,3242377
Kodungaiyur,2021-11,3304594
Kodungaiyur,2021-12,3324311
Kodungaiyur,2022-01,3372735
Kodungaiyur,2022-02,3391495
Kodungaiyur,2022-03,3215724
Kodungaiyur,2022-04,3262670
Kodungaiyur,2022-05,3289584
Kodungaiyur,2022-06,3380691
Kodungaiyur,2022-07,3416860
Kodungaiyur,2022-08,3289763
Kodungaiyur,2022-09,3433638
Kodungaiyur,2022-10,3280528
Kodungaiyur,2022-11,3434900
Kodungaiyur,2022-12,3339352
Kodungaiyur,2023-01,3463619
Kodungaiyur,2023-02,3496188
Kodungaiyur,2023-03,3333370
Kodungaiyur,2023-04,3472957
Kodungaiyur,2023-05,3528701
Kodungaiyur,2023-06,3529324
Kodungaiyur,2023-07,3483925
Kodungaiyur,2023-08,3572741
Kodungaiyur,2023-09,3458876
Kodungaiyur,2023-10,3445971
