Area,Date,AvailablePlots
Fort St. George,2024-01,5
Fort St. George,2024-02,5
Fort St. George,2024-03,5
Fort St. George,2024-04,4
Fort St. George,2024-05,5
Fort St. George,2024-06,4
Fort St. George,2024-07,4
Fort St. George,2024-08,5
Fort St. George,2024-09,5
Fort St. George,2024-10,5
Fort St. George,2024-11,4
Fort St. George,2024-12,4
Fort St. George,2025-01,5
Fort St. George,2025-02,4
Fort St. George,2025-03,4
Fort St. George,2025-04,5
Fort St. George,2025-05,4
Fort St. George,2025-06,4
Fort St. George,2025-07,4
Fort St. George,2025-08,4
Fort St. George,2025-09,4
Fort St. George,2025-10,4
George Town,2023-01,10
George Town,2023-02,9
George Town,2023-03,8
George Town,2023-04,7
George Town,2023-05,7
George Town,2023-06,6
George Town,2023-07,5
George Town,2023-08,4
George Town,2023-09,5
George Town,2023-10,4
George Town,2023-11,4
George Town,2023-12,5
George Town,2024-01,5
George Town,2024-02,4
George Town,2024-03,4
George Town,2024-04,4
George Town,2024-05,4
George Town,2024-06,5
George Town,2024-07,4
George Town,2024-08,4
George Town,2024-09,4
George Town,2024-10,5
George Town,2024-11,4
George Town,2024-12,4
George Town,2025-01,4
George Town,2025-02,4
George Town,2025-03,5
George Town,2025-04,4
George Town,2025-05,5
George Town,2025-06,4
George Town,2025-07,4
George Town,2025-08,4
George Town,2025-09,4
George Town,2025-10,4
Gopalapuram,2023-01,10
Gopalapuram,2023-02,9
Gopalapuram,2023-03,8
Gopalapuram,2023-04,7
Gopalapuram,2023-05,7
Gopalapuram,2023-06,6
Gopalapuram,2023-07,6
Gopalapuram,2023-08,6
Gopalapuram,2023-09,5
Gopalapuram,2023-10,4
Gopalapuram,2023-11,5
Gopalapuram,2023-12,4
Gopalapuram,2024-01,4
Gopalapuram,2024-02,5
Gopalapuram,2024-03,4
Gopalapuram,2024-04,4
Gopalapuram,2024-05,5
Gopalapuram,2024-06,5
Gopalapuram,2024-07,4
Gopalapuram,2024-08,4
Gopalapuram,2024-09,5
Gopalapuram,2024-10,4
Gopalapuram,2024-11,5
Gopalapuram,2024-12,5
Gopalapuram,2025-01,4
Gopalapuram,2025-02,4
Gopalapuram,2025-03,4
Gopalapuram,2025-04,4
Gopalapuram,2025-05,4
Gopalapuram,2025-06,4
Gopalapuram,2025-07,4
Gopalapuram,2025-08,4
Gopalapuram,2025-09,4
Gopalapuram,2025-10,4
Government Estate,2023-01,9
Government Estate,2023-02,8
Government Estate,2023-03,7
Government Estate,2023-04,7
Government Estate,2023-05,6
Government Estate,2023-06,6
Government Estate,2023-07,5
Government Estate,2023-08,4
Government Estate,2023-09,4
Government Estate,2023-10,5
Government Estate,2023-11,4
Government Estate,2023-12,4
Government Estate,2024-01,5
Government Estate,2024-02,4
Government Estate,2024-03,4
Government Estate,2024-04,4
Government Estate,2024-05,4
Government Estate,2024-06,5
Government Estate,2024-07,4
Government Estate,2024-08,5
Government Estate,2024-09,4
Government Estate,2024-10,4
Government Estate,2024-11,4
Government Estate,2024-12,5
Government Estate,2025-01,5
Government Estate,2025-02,4
Government Estate,2025-03,4
Government Estate,2025-04,4
Government Estate,2025-05,4
Government Estate,2025-06,4
Government Estate,2025-07,5
Government Estate,2025-08,4
Government Estate,2025-09,4
Government Estate,2025-10,4
Guindy,2023-01,9
Guindy,2023-02,8
Guindy,2023-03,8
Guindy,2023-04,8
Guindy,2023-05,7
Guindy,2023-06,7
Guindy,2023-07,7
Guindy,2023-08,7
Guindy,2023-09,6
Guindy,2023-10,6
Guindy,2023-11,5
Guindy,2023-12,4
Guindy,2024-01,5
Guindy,2024-02,5
Guindy,2024-03,4
Guindy,2024-04,4
Guindy,2024-05,5
Guindy,2024-06,4
Guindy,2024-07,4
Guindy,2024-08,4
Guindy,2024-09,5
Guindy,2024-10,4
Guindy,2024-11,4
Guindy,2024-12,4
Guindy,2025-01,4
Guindy,2025-02,4
Guindy,2025-03,4
Guindy,2025-04,4
Guindy,2025-05,4
Guindy,2025-06,4
Guindy,2025-07,4
Guindy,2025-08,4
Guindy,2025-09,4
Guindy,2025-10,4
Guduvancheri,2023-01,17
Guduvancheri,2023-02,16
Guduvancheri,2023-03,16
Guduvancheri,2023-04,15
Guduvancheri,2023-05,14
Guduvancheri,2023-06,13
Guduvancheri,2023-07,13
Guduvancheri,2023-08,12
Guduvancheri,2023-09,11
Guduvancheri,2023-10,11
Guduvancheri,2023-11,11
Guduvancheri,2023-12,10
Guduvancheri,2024-01,10
Guduvancheri,2024-02,10
Guduvancheri,2024-03,9
Guduvancheri,2024-04,8
Guduvancheri,2024-05,7
Guduvancheri,2024-06,6
Guduvancheri,2024-07,5
Guduvancheri,2024-08,5
Guduvancheri,2024-09,5
Guduvancheri,2024-10,5
Guduvancheri,2024-11,5
Guduvancheri,2024-12,4
Guduvancheri,2025-01,4
Guduvancheri,2025-02,4
Guduvancheri,2025-03,5
Guduvancheri,2025-04,4
Guduvancheri,2025-05,4
Guduvancheri,2025-06,4
Guduvancheri,2025-07,4
Guduvancheri,2025-08,4
Guduvancheri,2025-09,5
Guduvancheri,2025-10,4
IIT Madras,2023-01,9
IIT Madras,2023-02,9
IIT Madras,2023-03,8
IIT Madras,2023-04,8
IIT Madras,2023-05,7
IIT Madras,2023-06,7
IIT Madras,2023-07,7
IIT Madras,2023-08,6
IIT Madras,2023-09,6
IIT Madras,2023-10,5
IIT Madras,2023-11,5
IIT Madras,2023-12,4
IIT Madras,2024-01,5
IIT Madras,2024-02,4
IIT Madras,2024-03,4
IIT Madras,2024-04,4
IIT Madras,2024-05,4
IIT Madras,2024-06,4
IIT Madras,2024-07,4
IIT Madras,2024-08,5
IIT Madras,2024-09,4
IIT Madras,2024-10,4
IIT Madras,2024-11,4
IIT Madras,2024-12,4
IIT Madras,2025-01,4
IIT Madras,2025-02,5
IIT Madras,2025-03,4
IIT Madras,2025-04,4
IIT Madras,2025-05,4
IIT Madras,2025-06,5
IIT Madras,2025-07,5
IIT Madras,2025-08,5
IIT Madras,2025-09,5
IIT Madras,2025-10,4
Injambakkam,2023-01,12
Injambakkam,2023-02,11
Injambakkam,2023-03,10
Injambakkam,2023-04,10
Injambakkam,2023-05,9
Injambakkam,2023-06,8
Injambakkam,2023-07,8
Injambakkam,2023-08,7
Injambakkam,2023-09,6
Injambakkam,2023-10,5
Injambakkam,2023-11,4
Injambakkam,2023-12,5
Injambakkam,2024-01,4
Injambakkam,2024-02,5
Injambakkam,2024-03,4
Injambakkam,2024-04,4
Injambakkam,2024-05,5
Injambakkam,2024-06,4
Injambakkam,2024-07,5
Injambakkam,2024-08,4
Injambakkam,2024-09,5
Injambakkam,2024-10,4
Injambakkam,2024-11,4
Injambakkam,2024-12,4
Injambakkam,2025-01,5
Injambakkam,2025-02,5
Injambakkam,2025-03,4
Injambakkam,2025-04,4
Injambakkam,2025-05,4
Injambakkam,2025-06,5
Injambakkam,2025-07,4
Injambakkam,2025-08,4
Injambakkam,2025-09,4
Injambakkam,2025-10,4
ICF,2023-01,10
ICF,2023-02,9
ICF,2023-03,8
ICF,2023-04,7
ICF,2023-05,6
ICF,2023-06,6
ICF,2023-07,5
ICF,2023-08,4
ICF,2023-09,5
ICF,2023-10,5
ICF,2023-11,5
ICF,2023-12,5
ICF,2024-01,5
ICF,2024-02,4
ICF,2024-03,4
ICF,2024-04,5
ICF,2024-05,4
ICF,2024-06,5
ICF,2024-07,5
ICF,2024-08,4
ICF,2024-09,5
ICF,2024-10,5
ICF,2024-11,5
ICF,2024-12,5
ICF,2025-01,4
ICF,2025-02,5
ICF,2025-03,5
ICF,2025-04,4
ICF,2025-05,4
ICF,2025-06,4
ICF,2025-07,4
ICF,2025-08,4
ICF,2025-09,4
ICF,2025-10,4
Iyyapanthangal,2023-01,14
Iyyapanthangal,2023-02,14
Iyyapanthangal,2023-03,13
Iyyapanthangal,2023-04,13
Iyyapanthangal,2023-05,12
Iyyapanthangal,2023-06,12
Iyyapanthangal,2023-07,11
Iyyapanthangal,2023-08,11
Iyyapanthangal,2023-09,10
Iyyapanthangal,2023-10,10
Iyyapanthangal,2023-11,9
Iyyapanthangal,2023-12,8
Iyyapanthangal,2024-01,8
Iyyapanthangal,2024-02,8
Iyyapanthangal,2024-03,7
Iyyapanthangal,2024-04,7
Iyyapanthangal,2024-05,6
Iyyapanthangal,2024-06,5
Iyyapanthangal,2024-07,4
Iyyapanthangal,2024-08,5
Iyyapanthangal,2024-09,4
Iyyapanthangal,2024-10,5
Iyyapanthangal,2024-11,4
Iyyapanthangal,2024-12,5
Iyyapanthangal,2025-01,5
Iyyapanthangal,2025-02,5
Iyyapanthangal,2025-03,4
Iyyapanthangal,2025-04,4
Iyyapanthangal,2025-05,4
Iyyapanthangal,2025-06,4
Iyyapanthangal,2025-07,4
Iyyapanthangal,2025-08,4
Iyyapanthangal,2025-09,4
Iyyapanthangal,2025-10,4
Jafferkhanpet,2023-01,9
Jafferkhanpet,2023-02,8
Jafferkhanpet,2023-03,8
Jafferkhanpet,2023-04,7
Jafferkhanpet,2023-05,7
Jafferkhanpet,2023-06,6
Jafferkhanpet,2023-07,6
Jafferkhanpet,2023-08,6
Jafferkhanpet,2023-09,5
Jafferkhanpet,2023-10,4
Jafferkhanpet,2023-11,5
Jafferkhanpet,2023-12,5
Jafferkhanpet,2024-01,5
Jafferkhanpet,2024-02,5
Jafferkhanpet,2024-03,5
Jafferkhanpet,2024-04,4
Jafferkhanpet,2024-05,4
Jafferkhanpet,2024-06,4
Jafferkhanpet,2024-07,4
Jafferkhanpet,2024-08,5
Jafferkhanpet,2024-09,4
Jafferkhanpet,2024-10,4
Jafferkhanpet,2024-11,4
Jafferkhanpet,2024-12,4
Jafferkhanpet,2025-01,5
Jafferkhanpet,2025-02,4
Jafferkhanpet,2025-03,4
Jafferkhanpet,2025-04,4
Jafferkhanpet,2025-05,4
Jafferkhanpet,2025-06,4
Jafferkhanpet,2025-07,4
Jafferkhanpet,2025-08,5
Jafferkhanpet,2025-09,5
Jafferkhanpet,2025-10,5
Kadambathur,2023-01,19
Kadambathur,2023-02,19
Kadambathur,2023-03,17
Kadambathur,2023-04,16
Kadambathur,2023-05,18
Kadambathur,2023-06,16
Kadambathur,2023-07,15
Kadambathur,2023-08,14
Kadambathur,2023-09,13
Kadambathur,2023-10,12
Kadambathur,2023-11,12
Kadambathur,2023-12,11
Kadambathur,2024-01,11
Kadambathur,2024-02,10
Kadambathur,2024-03,9
Kadambathur,2024-04,8
Kadambathur,2024-05,7
Kadambathur,2024-06,6
Kadambathur,2024-07,5
Kadambathur,2024-08,4
Kadambathur,2024-09,4
Kadambathur,2024-10,4
Kadambathur,2024-11,4
Kadambathur,2024-12,4
Kadambathur,2025-01,4
Kadambathur,2025-02,4
Kadambathur,2025-03,4
Kadambathur,2025-04,4
Kadambathur,2025-05,5
Kadambathur,2025-06,4
Kadambathur,2025-07,4
Kadambathur,2025-08,4
Kadambathur,2025-09,5
Kadambathur,2025-10,4
Karapakkam,2023-01,13
Karapakkam,2023-02,12
Karapakkam,2023-03,11
Karapakkam,2023-04,11
Karapakkam,2023-05,11
Karapakkam,2023-06,10
Karapakkam,2023-07,9
Karapakkam,2023-08,9
Karapakkam,2023-09,9
Karapakkam,2023-10,8
Karapakkam,2023-11,7
Karapakkam,2023-12,6
Karapakkam,2024-01,5
Karapakkam,2024-02,4
Karapakkam,2024-03,5
Karapakkam,2024-04,4
Karapakkam,2024-05,4
Karapakkam,2024-06,5
Karapakkam,2024-07,5
Karapakkam,2024-08,4
Karapakkam,2024-09,4
Karapakkam,2024-10,4
Karapakkam,2024-11,4
Karapakkam,2024-12,5
Karapakkam,2025-01,4
Karapakkam,2025-02,4
Karapakkam,2025-03,4
Karapakkam,2025-04,4
Karapakkam,2025-05,4
Karapakkam,2025-06,4
Karapakkam,2025-07,4
Karapakkam,2025-08,4
Karapakkam,2025-09,4
Karapakkam,2025-10,4
Kattivakkam,2023-01,14
Kattivakkam,2023-02,14
Kattivakkam,2023-03,14
Kattivakkam,2023-04,12
Kattivakkam,2023-05,13
Kattivakkam,2023-06,12
Kattivakkam,2023-07,12
Kattivakkam,2023-08,12
Kattivakkam,2023-09,11
Kattivakkam,2023-10,11
Kattivakkam,2023-11,10
Kattivakkam,2023-12,10
Kattivakkam,2024-01,9
Kattivakkam,2024-02,8
Kattivakkam,2024-03,8
Kattivakkam,2024-04,7
Kattivakkam,2024-05,7
Kattivakkam,2024-06,6
Kattivakkam,2024-07,5
Kattivakkam,2024-08,4
Kattivakkam,2024-09,4
Kattivakkam,2024-10,5
Kattivakkam,2024-11,4
Kattivakkam,2024-12,4
Kattivakkam,2025-01,4
Kattivakkam,2025-02,4
Kattivakkam,2025-03,4
Kattivakkam,2025-04,5
Kattivakkam,2025-05,4
Kattivakkam,2025-06,4
Kattivakkam,2025-07,5
Kattivakkam,2025-08,4
Kattivakkam,2025-09,4
Kattivakkam,2025-10,4
Kattupakkam,2023-01,13
Kattupakkam,2023-02,13
Kattupakkam,2023-03,12
Kattupakkam,2023-04,11
Kattupakkam,2023-05,11
Kattupakkam,2023-06,11
Kattupakkam,2023-07,10
Kattupakkam,2023-08,9
Kattupakkam,2023-09,8
Kattupakkam,2023-10,8
Kattupakkam,2023-11,8
Kattupakkam,2023-12,7
Kattupakkam,2024-01,6
Kattupakkam,2024-02,5
Kattupakkam,2024-03,4
Kattupakkam,2024-04,4
Kattupakkam,2024-05,5
Kattupakkam,2024-06,4
Kattupakkam,2024-07,4
Kattupakkam,2024-08,4
Kattupakkam,2024-09,4
Kattupakkam,2024-10,4
Kattupakkam,2024-11,4
Kattupakkam,2024-12,4
Kattupakkam,2025-01,4
Kattupakkam,2025-02,4
Kattupakkam,2025-03,4
Kattupakkam,2025-04,5
Kattupakkam,2025-05,4
Kattupakkam,2025-06,4
Kattupakkam,2025-07,4
Kattupakkam,2025-08,4
Kattupakkam,2025-09,4
Kattupakkam,2025-10,4
Kazhipattur,2023-01,17
Kazhipattur,2023-02,17
Kazhipattur,2023-03,17
Kazhipattur,2023-04,17
Kazhipattur,2023-05,17
Kazhipattur,2023-06,15
Kazhipattur,2023-07,14
Kazhipattur,2023-08,15
Kazhipattur,2023-09,13
Kazhipattur,2023-10,12
Kazhipattur,2023-11,12
Kazhipattur,2023-12,11
Kazhipattur,2024-01,10
Kazhipattur,2024-02,10
Kazhipattur,2024-03,9
Kazhipattur,2024-04,8
Kazhipattur,2024-05,7
Kazhipattur,2024-06,6
Kazhipattur,2024-07,6
Kazhipattur,2024-08,5
Kazhipattur,2024-09,4
Kazhipattur,2024-10,5
Kazhipattur,2024-11,4
Kazhipattur,2024-12,4
Kazhipattur,2025-01,4
Kazhipattur,2025-02,4
Kazhipattur,2025-03,4
Kazhipattur,2025-04,4
Kazhipattur,2025-05,4
Kazhipattur,2025-06,4
Kazhipattur,2025-07,4
Kazhipattur,2025-08,4
Kazhipattur,2025-09,4
Kazhipattur,2025-10,4
K.K. Nagar,2023-01,10
K.K. Nagar,2023-02,9
K.K. Nagar,2023-03,9
K.K. Nagar,2023-04,9
K.K. Nagar,2023-05,9
K.K. Nagar,2023-06,9
K.K. Nagar,2023-07,9
K.K. Nagar,2023-08,9
K.K. Nagar,2023-09,9
K.K. Nagar,2023-10,9
K.K. Nagar,2023-11,8
K.K. Nagar,2023-12,7
K.K. Nagar,2024-01,6
K.K. Nagar,2024-02,5
K.K. Nagar,2024-03,4
K.K. Nagar,2024-04,4
K.K. Nagar,2024-05,5
K.K. Nagar,2024-06,5
K.K. Nagar,2024-07,4
K.K. Nagar,2024-08,4
K.K. Nagar,2024-09,4
K.K. Nagar,2024-10,5
K.K. Nagar,2024-11,4
K.K. Nagar,2024-12,4
K.K. Nagar,2025-01,4
K.K. Nagar,2025-02,4
K.K. Nagar,2025-03,5
K.K. Nagar,2025-04,4
K.K. Nagar,2025-05,4
K.K. Nagar,2025-06,4
K.K. Nagar,2025-07,5
K.K. Nagar,2025-08,4
K.K. Nagar,2025-09,4
K.K. Nagar,2025-10,5
Keelkattalai,2023-01,9
Keelkattalai,2023-02,9
Keelkattalai,2023-03,9
Keelkattalai,2023-04,9
Keelkattalai,2023-05,8
Keelkattalai,2023-06,8
Keelkattalai,2023-07,8
Keelkattalai,2023-08,8
Keelkattalai,2023-09,7
Keelkattalai,2023-10,7
Keelkattalai,2023-11,6
Keelkattalai,2023-12,5
Keelkattalai,2024-01,4
Keelkattalai,2024-02,4
Keelkattalai,2024-03,4
Keelkattalai,2024-04,5
Keelkattalai,2024-05,5
Keelkattalai,2024-06,4
Keelkattalai,2024-07,4
Keelkattalai,2024-08,4
Keelkattalai,2024-09,5
Keelkattalai,2024-10,4
Keelkattalai,2024-11,4
Keelkattalai,2024-12,4
Keelkattalai,2025-01,5
Keelkattalai,2025-02,4
Keelkattalai,2025-03,4
Keelkattalai,2025-04,4
Keelkattalai,2025-05,4
Keelkattalai,2025-06,4
Keelkattalai,2025-07,4
Keelkattalai,2025-08,4
Keelkattalai,2025-09,4
Keelkattalai,2025-10,5
Kilpauk,2023-01,9
Kilpauk,2023-02,8
Kilpauk,2023-03,7
Kilpauk,2023-04,6
Kilpauk,2023-05,6
Kilpauk,2023-06,5
Kilpauk,2023-07,5
Kilpauk,2023-08,4
Kilpauk,2023-09,4
Kilpauk,2023-10,5
Kilpauk,2023-11,4
Kilpauk,2023-12,4
Kilpauk,2024-01,4
Kilpauk,2024-02,5
Kilpauk,2024-03,4
Kilpauk,2024-04,4
Kilpauk,2024-05,4
Kilpauk,2024-06,4
Kilpauk,2024-07,4
Kilpauk,2024-08,4
Kilpauk,2024-09,4
Kilpauk,2024-10,4
Kilpauk,2024-11,4
Kilpauk,2024-12,5
Kilpauk,2025-01,4
Kilpauk,2025-02,5
Kilpauk,2025-03,4
Kilpauk,2025-04,4
Kilpauk,2025-05,4
Kilpauk,2025-06,5
Kilpauk,2025-07,4
Kilpauk,2025-08,4
Kilpauk,2025-09,4
Kilpauk,2025-10,4
Kodambakkam,2023-01,10
Kodambakkam,2023-02,10
Kodambakkam,2023-03,10
Kodambakkam,2023-04,9
Kodambakkam,2023-05,9
Kodambakkam,2023-06,9
Kodambakkam,2023-07,9
Kodambakkam,2023-08,8
Kodambakkam,2023-09,7
Kodambakkam,2023-10,6
Kodambakkam,2023-11,5
Kodambakkam,2023-12,5
Kodambakkam,2024-01,4
Kodambakkam,2024-02,5
Kodambakkam,2024-03,4
Kodambakkam,2024-04,4
Kodambakkam,2024-05,4
Kodambakkam,2024-06,4
Kodambakkam,2024-07,4
Kodambakkam,2024-08,4
Kodambakkam,2024-09,4
Kodambakkam,2024-10,5
Kodambakkam,2024-11,5
Kodambakkam,2024-12,4
Kodambakkam,2025-01,5
Kodambakkam,2025-02,4
Kodambakkam,2025-03,5
Kodambakkam,2025-04,4
Kodambakkam,2025-05,5
Kodambakkam,2025-06,5
Kodambakkam,2025-07,5
Kodambakkam,2025-08,4
Kodambakkam,2025-09,4
Kodambakkam,2025-10,4
Kodungaiyur,2023-01,9
Kodungaiyur,2023-02,8
Kodungaiyur,2023-03,8
Kodungaiyur,2023-04,7
Kodungaiyur,2023-05,7
Kodungaiyur,2023-06,6
Kodungaiyur,2023-07,6
Kodungaiyur,2023-08,6
Kodungaiyur,2023-09,5
Kodungaiyur,2023-10,4
Kodungaiyur,2023-11,5
Kodungaiyur,2023-12,5
Kodungaiyur,2024-01,5
Kodungaiyur,2024-02,4
Kodungaiyur,2024-03,4
Kodungaiyur,2024-04,4
Kodungaiyur,2024-05,5
Kodungaiyur,2024-06,4
Kodungaiyur,2024-07,4
Kodungaiyur,2024-08,5
Kodungaiyur,2024-09,4
Kodungaiyur,2024-10,5
Kodungaiyur,2024-11,4
Kodungaiyur,2024-12,4
Kodungaiyur,2025-01,4
Kodungaiyur,2025-02,4
Kodungaiyur,2025-03,4
Kodungaiyur,2025-04,4
Kodungaiyur,2025-05,4
Kodungaiyur,2025-06,4
Kodungaiyur,2025-07,4
Kodungaiyur,2025-08,4
Kodungaiyur,2025-09,4
Kodungaiyur,2025-10,4
Kolathur,2023-01,10
Kolathur,2023-02,9
Kolathur,2023-03,9
Kolathur,2023-04,9
Kolathur,2023-05,8
Kolathur,2023-06,7
Kolathur,2023-07,6
Kolathur,2023-08,5
Kolathur,2023-09,5
Kolathur,2023-10,4
Kolathur,2023-11,5
Kolathur,2023-12,4
Kolathur,2024-01,5
Kolathur,2024-02,4
Kolathur,2024-03,4
Kolathur,2024-04,5
Kolathur,2024-05,5
Kolathur,2024-06,5
Kolathur,2024-07,4
Kolathur,2024-08,4
Kolathur,2024-09,4
Kolathur,2024-10,4
Kolathur,2024-11,4
Kolathur,2024-12,4
Kolathur,2025-01,4
Kolathur,2025-02,4
Kolathur,2025-03,4
Kolathur,2025-04,4
Kolathur,2025-05,4
Kolathur,2025-06,5
Kolathur,2025-07,4
Kolathur,2025-08,5
Kolathur,2025-09,4
Kolathur,2025-10,5
Korattur,2023-01,9
Korattur,2023-02,8
Korattur,2023-03,8
Korattur,2023-04,7
Korattur,2023-05,7
Korattur,2023-06,6
Korattur,2023-07,6
Korattur,2023-08,5
Korattur,2023-09,4
Korattur,2023-10,4
Korattur,2023-11,5
Korattur,2023-12,4
Korattur,2024-01,4
Korattur,2024-02,5
Korattur,2024-03,4
Korattur,2024-04,5
Korattur,2024-05,4
Korattur,2024-06,4
Korattur,2024-07,4
Korattur,2024-08,4
Korattur,2024-09,5
Korattur,2024-10,4
Korattur,2024-11,5
Korattur,2024-12,4
Korattur,2025-01,4
Korattur,2025-02,4
Korattur,2025-03,4
Korattur,2025-04,4
Korattur,2025-05,4
Korattur,2025-06,4
Korattur,2025-07,4
Korattur,2025-08,4
Korattur,2025-09,4
Korattur,2025-10,4
Korukkupet,2023-01,9
Korukkupet,2023-02,9
Korukkupet,2023-03,9
Korukkupet,2023-04,8
Korukkupet,2023-05,8
Korukkupet,2023-06,7
Korukkupet,2023-07,7
Korukkupet,2023-08,7
Korukkupet,2023-09,6
Korukkupet,2023-10,5
Korukkupet,2023-11,5
Korukkupet,2023-12,4
Korukkupet,2024-01,4
Korukkupet,2024-02,5
Korukkupet,2024-03,4
Korukkupet,2024-04,4
Korukkupet,2024-05,4
Korukkupet,2024-06,4
Korukkupet,2024-07,4
Korukkupet,2024-08,4
Korukkupet,2024-09,5
Korukkupet,2024-10,4
Korukkupet,2024-11,4
Korukkupet,2024-12,4
Korukkupet,2025-01,4
Korukkupet,2025-02,5
Korukkupet,2025-03,5
Korukkupet,2025-04,4
Korukkupet,2025-05,4
Korukkupet,2025-06,4
Korukkupet,2025-07,4
Korukkupet,2025-08,4
Korukkupet,2025-09,5
Korukkupet,2025-10,4
Kottivakkam,2023-01,9
Kottivakkam,2023-02,9
Kottivakkam,2023-03,9
Kottivakkam,2023-04,8
Kottivakkam,2023-05,7
Kottivakkam,2023-06,7
Kottivakkam,2023-07,6
Kottivakkam,2023-08,5
Kottivakkam,2023-09,4
Kottivakkam,2023-10,4
Kottivakkam,2023-11,4
Kottivakkam,2023-12,4
Kottivakkam,2024-01,4
Kottivakkam,2024-02,4
Kottivakkam,2024-03,4
Kottivakkam,2024-04,4
Kottivakkam,2024-05,4
Kottivakkam,2024-06,4
Kottivakkam,2024-07,4
Kottivakkam,2024-08,4
Kottivakkam,2024-09,5
Kottivakkam,2024-10,5
Kottivakkam,2024-11,5
Kottivakkam,2024-12,4
Kottivakkam,2025-01,5
Kottivakkam,2025-02,4
Kottivakkam,2025-03,4
Kottivakkam,2025-04,4
Kottivakkam,2025-05,5
Kottivakkam,2025-06,5
Kottivakkam,2025-07,4
Kottivakkam,2025-08,4
Kottivakkam,2025-09,4
Kottivakkam,2025-10,4
Kotturpuram,2023-01,10
Kotturpuram,2023-02,9
Kotturpuram,2023-03,8
Kotturpuram,2023-04,7
Kotturpuram,2023-05,6
Kotturpuram,2023-06,5
Kotturpuram,2023-07,5
Kotturpuram,2023-08,4
Kotturpuram,2023-09,4
Kotturpuram,2023-10,5
Kotturpuram,2023-11,4
Kotturpuram,2023-12,5
Kotturpuram,2024-01,4
Kotturpuram,2024-02,4
Kotturpuram,2024-03,4
Kotturpuram,2024-04,4
Kotturpuram,2024-05,5
Kotturpuram,2024-06,4
Kotturpuram,2024-07,4
Kotturpuram,2024-08,5
Kotturpuram,2024-09,4
Kotturpuram,2024-10,4
Kotturpuram,2024-11,4
Kotturpuram,2024-12,4
Kotturpuram,2025-01,4
Kotturpuram,2025-02,4
Kotturpuram,2025-03,4
Kotturpuram,2025-04,4
Kotturpuram,2025-05,4
Kotturpuram,2025-06,4
Kotturpuram,2025-07,4
Kotturpuram,2025-08,4
Kotturpuram,2025-09,4
Kotturpuram,2025-10,4
Kottur,2023-01,10
Kottur,2023-02,10
Kottur,2023-03,10
Kottur,2023-04,9
Kottur,2023-05,8
Kottur,2023-06,7
Kottur,2023-07,6
Kottur,2023-08,6
Kottur,2023-09,6
Kottur,2023-10,6
Kottur,2023-11,5
Kottur,2023-12,4
Kottur,2024-01,4
Kottur,2024-02,5
Kottur,2024-03,4
Kottur,2024-04,4
Kottur,2024-05,5
Kottur,2024-06,4
Kottur,2024-07,4
Kottur,2024-08,4
Kottur,2024-09,4
Kottur,2024-10,5
Kottur,2024-11,4
Kottur,2024-12,4
Kottur,2025-01,4
Kottur,2025-02,4
Kottur,2025-03,4
Kottur,2025-04,4
Kottur,2025-05,5
Kottur,2025-06,4
Kottur,2025-07,4
Kottur,2025-08,4
Kottur,2025-09,4
Kottur,2025-10,4
Kovur,2023-01,14
Kovur,2023-02,13
Kovur,2023-03,12
Kovur,2023-04,11
Kovur,2023-05,10
Kovur,2023-06,9
Kovur,2023-07,9
Kovur,2023-08,8
Kovur,2023-09,8
Kovur,2023-10,8
Kovur,2023-11,7
Kovur,2023-12,6
Kovur,2024-01,5
Kovur,2024-02,5
Kovur,2024-03,5
Kovur,2024-04,4
Kovur,2024-05,4
Kovur,2024-06,4
Kovur,2024-07,5
Kovur,2024-08,4
Kovur,2024-09,4
Kovur,2024-10,4
Kovur,2024-11,4
Kovur,2024-12,4
Kovur,2025-01,4
Kovur,2025-02,4
Kovur,2025-03,4
Kovur,2025-04,4
Kovur,2025-05,4
Kovur,2025-06,4
Kovur,2025-07,4
Kovur,2025-08,4
Kovur,2025-09,4
Kovur,2025-10,4
Koyambedu,2023-01,9
Koyambedu,2023-02,8
Koyambedu,2023-03,7
Koyambedu,2023-04,7
Koyambedu,2023-05,7
Koyambedu,2023-06,6
Koyambedu,2023-07,5
Koyambedu,2023-08,4
Koyambedu,2023-09,4
Koyambedu,2023-10,5
Koyambedu,2023-11,4
Koyambedu,2023-12,5
Koyambedu,2024-01,4
Koyambedu,2024-02,4
Koyambedu,2024-03,5
Koyambedu,2024-04,5
Koyambedu,2024-05,5
Koyambedu,2024-06,5
Koyambedu,2024-07,5
Koyambedu,2024-08,4
Koyambedu,2024-09,4
Koyambedu,2024-10,5
Koyambedu,2024-11,5
Koyambedu,2024-12,4
Koyambedu,2025-01,4
Koyambedu,2025-02,4
Koyambedu,2025-03,4
Koyambedu,2025-04,4
Koyambedu,2025-05,4
Koyambedu,2025-06,4
Koyambedu,2025-07,4
Koyambedu,2025-08,4
Koyambedu,2025-09,4
Koyambedu,2025-10,4
Kundrathur,2023-01,16
Kundrathur,2023-02,15
Kundrathur,2023-03,14
Kundrathur,2023-04,13
Kundrathur,2023-05,12
Kundrathur,2023-06,11
Kundrathur,2023-07,11
Kundrathur,2023-08,11
Kundrathur,2023-09,11
Kundrathur,2023-10,11
Kundrathur,2023-11,11
Kundrathur,2023-12,10
Kundrathur,2024-01,9
Kundrathur,2024-02,8
Kundrathur,2024-03,8
Kundrathur,2024-04,7
Kundrathur,2024-05,7
